sku,airmart_product_id,airmart_option_id,name,category,price,original_price,unit,stock,inventory_type,visible,hidden,tag,description,image,images,addons,sort_order
"AIR-10068811","10068811","10068811","原切金砖鹅肝即食｜Ready-to-Eat Foie Gras Block｜入口即化·解冻即食·宴客冷盘/红酒搭配","本地海鲜｜Locally Sourced Seafood","28","0","10pc","","unlimited","false","true","","原切金砖鹅肝，解冻即食，入口即化的高级感直接拉满。\n 选用原切整块鹅肝制成“金砖”造型，口感细腻绵密、香浓醇厚，带淡淡坚果与奶油香气。\n 无需复杂烹饪，冷藏解冻后切片即可享用，适合做 宴客冷盘、Omakase珍味小品、红酒/香槟搭配，在家也能轻松端出餐厅级轻奢前菜。🦆✨🥂\n产品亮点\n原切整块：肉质细腻，口感更高级\n金砖造型：摆盘好看，上桌有仪式感\n即食方便：解冻切片即可享用\n风味：香浓醇厚，入口即化\n场景：宴客冷盘、轻奢前菜、下酒菜、送礼\n4) ✅ 食用方式（解冻即食SOP）\n推荐吃法（口感最佳✅）\n冷藏解冻 6–10小时\n取出后静置 3–5分钟回温\n用热刀切片（刀用热水烫一下擦干）\n直接食用或搭配吐司/饼干\n搭配建议（更会卖）\n法棍/吐司/苏打饼干\n无花果/蓝莓/葡萄/草莓\n蜂蜜/果酱/黑胡椒\n红酒、香槟、清酒都很搭\n5) ✅ Omakase摆盘步骤（专业出餐）\n【Foie Gras Omakase 冷盘摆盘SOP】\n鹅肝切片 0.8–1.2cm\n盘底：芝麻菜/紫叶生菜少许\n主角：鹅肝切片叠放（突出“金砖切面”）\n配：无花果/莓果 + 少量蜂蜜\n点睛：海盐/黑胡椒少许\n提升质感：淋少许巴萨米克醋膏（可选）\n一盘上桌就是“轻奢餐厅前菜”。\n\nReady-to-Eat Foie Gras Block (Thaw & Serve) features premium whole-cut foie gras shaped in a “gold brick” style. Smooth, rich, and melt-in-your-mouth with a buttery aroma. Simply thaw in the refrigerator, slice, and serve as an elegant appetizer for wine pairings, party platters, or omakase-style tasting plates.\nKey Features\nWhole-cut foie gras in a premium block\nReady to eat after thawing\nTexture: silky, rich, melt-in-your-mouth\nPerfect for appetizers, platters, and wine pairing\nServing Tip\nSlice with a warm knife and pair with toast + fig jam or honey for a classic combination.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/fe2ca630-c442-11f0-b7f5-53dcef469efb.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/fe2ca630-c442-11f0-b7f5-53dcef469efb.jpg","","456"
"AIR-8206580","8206580","8206580","精品海蜇头","本地海鲜｜Locally Sourced Seafood","24","0","1.8·2lb","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/956eb240-dddf-11ef-85f4-9d59820eaa0c.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/956eb240-dddf-11ef-85f4-9d59820eaa0c.jpg","","457"
"AIR-7551928","7551928","7551928","新鲜 XS Oyster 非常新鲜干净清甜，个头大","本地海鲜｜Locally Sourced Seafood","18","1.5","12个","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b024a9e0-9669-11ef-a145-2937a71b28d9.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b024a9e0-9669-11ef-a145-2937a71b28d9.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b162a820-9669-11ef-a948-7b1b5b233fa2.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b28221e0-9669-11ef-9bb4-eb77112d331f.jpg","","458"
"AIR-6476170","6476170","6476170","新鲜熊本生蚝白盒","本地海鲜｜Locally Sourced Seafood","30","0","12 一打","0","number","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c20bc290-1eb1-11ef-aace-4795aa414f93.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c20bc290-1eb1-11ef-aace-4795aa414f93.jpg","","459"
"AIR-6056047","6056047","6056047","🦪高级熊本小生蚝Kumamoto 生食级 / Fresh Kumamoto Oyster","本地海鲜｜Locally Sourced Seafood","45","0","20","0","number","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/95aa0800-f829-11ee-9124-05f979ae3c20.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/95aa0800-f829-11ee-9124-05f979ae3c20.jpg","","460"
"AIR-5798185","5798185","5798185","半箱🦪高级熊本小生蚝Kumamoto 生食级 / Fresh Kumamoto Oyster","本地海鲜｜Locally Sourced Seafood","67","0","30个","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/23eac630-cbb2-11ee-a294-0f381f261437.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/23eac630-cbb2-11ee-a294-0f381f261437.jpg","","461"
"AIR-5798186","5798186","5798186","🦪高级熊本小生蚝Kumamoto 生食级 / Fresh Kumamoto Oyster","本地海鲜｜Locally Sourced Seafood","133","0","一箱60pc","","unlimited","false","true","特价","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/acbeccf0-cba2-11ee-9a5b-331825d4bc76.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/acbeccf0-cba2-11ee-9a5b-331825d4bc76.jpg","","462"
"AIR-7923898","7923898","7923898","Sigoku生蚝🦪 口味特征：咸味浓郁，回味香甜，质地紧实丰满。","本地海鲜｜Locally Sourced Seafood","133","0","60个","","unlimited","false","true","","Shigoku oyster is back ,clean, white to brown, smooth shells Very unique look -- relentless tumbling produces an oyster shaped like a mussel.\nFlavor: Flavor is sweet and briny with a cucumber finish.\n\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ddc7f280-bcac-11ef-98ec-6d4915aacef7.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ddc7f280-bcac-11ef-98ec-6d4915aacef7.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e7731350-bcac-11ef-8259-594bb1ac8b3a.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e7d30da0-bcac-11ef-b98c-c36ed28a5b2f.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e84aaea0-bcac-11ef-a0e4-8d378aff5a1d.jpg","","463"
"AIR-7923897","7923897","7923897","半箱Shigoku生蚝 口味特征：咸味浓郁，回味香甜，质地紧实丰满。","本地海鲜｜Locally Sourced Seafood","67","0","30个","","unlimited","false","true","","Shigoku oyster is back ,clean, white to brown, smooth shells Very unique look -- relentless tumbling produces an oyster shaped like a mussel.\nFlavor: Flavor is sweet and briny with a cucumber finish.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/0030ffb0-bcad-11ef-98ec-6d4915aacef7.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/0030ffb0-bcad-11ef-98ec-6d4915aacef7.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/047734e0-bcad-11ef-b045-3d3cc760c6aa.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/04d07870-bcad-11ef-b98c-c36ed28a5b2f.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/053ea390-bcad-11ef-a0e4-8d378aff5a1d.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/05bf4540-bcad-11ef-b98c-c36ed28a5b2f.jpg","","464"
"AIR-9423678","9423678","9423678","15pcShigoku生蚝 口味特征：咸味浓郁，回味香甜，质地紧实丰满。","本地海鲜｜Locally Sourced Seafood","34","0","15pc","","unlimited","false","true","","","","","","465"
"AIR-9216907","9216907","9216907","新鲜竹蛏razor clam","本地海鲜｜Locally Sourced Seafood","30","0","2lb","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/2af45a90-6d00-11f0-a7a5-b1377616a9b4.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/2af45a90-6d00-11f0-a7a5-b1377616a9b4.jpg","","466"
"AIR-5798279","5798279","5798279","新鲜贵妃蚌 / Fresh Surf Clams","本地海鲜｜Locally Sourced Seafood","26","0","4.2-4.5lb","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/10cc88d0-2b72-11ee-8305-15ee1b300bf1.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/10cc88d0-2b72-11ee-8305-15ee1b300bf1.jpg","","467"
"AIR-5798280","5798280","5798280","新鲜花蛤 / Fresh Manila Clams","本地海鲜｜Locally Sourced Seafood","24","0","3lb","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ec85e200-2b71-11ee-94e0-81ac732babf1.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ec85e200-2b71-11ee-94e0-81ac732babf1.jpg","","468"
"AIR-5798277","5798277","5798277","A级智利深海银鳕鱼排 肉貭紧实饱满富含Omega-3深海鱼油","本地海鲜｜Locally Sourced Seafood","27","22","一块约0.8-1.5lb此为一磅价格","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/5265d5c0-e9da-11eb-b149-e5a251a4d195_1024.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/5265d5c0-e9da-11eb-b149-e5a251a4d195_1024.jpg","","469"
"AIR-5798276","5798276","5798276","法罗群岛三文鱼头鱼下巴","本地海鲜｜Locally Sourced Seafood","8","0","2lb左右","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1e245bd0-4ccd-11ee-be08-7b6fec272215.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1e245bd0-4ccd-11ee-be08-7b6fec272215.jpg","","470"
"AIR-5798275","5798275","5798275","法罗群岛三文鱼骨","本地海鲜｜Locally Sourced Seafood","8","8","1-1.5lb","0","number","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/39179ec0-4ccd-11ee-9be0-c91b0a291fa2.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/39179ec0-4ccd-11ee-9be0-c91b0a291fa2.jpg","","471"
"AIR-11751594","11751594","11751594","黑松露蘑菇酱 Truffle Thrills｜Black Truffles and Mushrooms Sauce｜一勺提升高级感·意面/牛排/海鲜万能","欧洲商品 ｜European Product","18","0","6.1oz","0","number","false","true","","黑松露蘑菇酱（Truffle Thrills）把黑松露的馥郁香气与蘑菇的浓厚鲜味融合在一瓶里。\n 开盖即用，一勺就能让日常料理秒变餐厅级：松露香层层释放，菌菇鲜味回甘悠长。\n 适合搭配 意大利面、烩饭、牛排、煎蛋、海鲜、吐司，甚至日式料理也能作为Omakase“点睛酱”使用，让整盘菜质感瞬间升级。🍄‍🟫🖤✨\n产品亮点\n黑松露香气：浓郁高级，香而不冲\n菌菇鲜味：自然Umami，回味更长\n即开即用：拌/抹/淋/炒都适配\n百搭场景：西餐、日料、家常菜都能用\n提升高级感：一瓶搞定“轻奢厨房”\n4) ✅ 高级吃法 / Omakase灵感\n① 松露海胆豆腐（Omakase小品）\n丝豆腐 + 海胆 + 少量松露蘑菇酱\n海味×松露，奢华感爆表。\n② 松露扇贝/鲍鱼（海鲜瞬间高级）\n煎扇贝/黄油鲍鱼出锅后\n 轻淋松露酱\n只要一点点，香气立刻上一个维度。\n③ 松露和牛/牛排\n煎好的和牛/牛排\n 搭配松露酱（当蘸酱或点缀）\n肉香+松露香=最稳的“贵价组合”。\n④ 意面/烩饭（西餐王炸）\n出锅拌入松露酱\n 加帕玛森芝士更香\n一瓶拯救“不会做酱”的人。\n⑤ 早餐神仙吃法\n吐司/贝果抹松露酱 + 半熟蛋\n3分钟做出Brunch店味道。\n\nBlack Truffles and Mushrooms Sauce – Truffle Thrills blends the luxurious aroma of black truffles with the rich umami of mushrooms. Ready to use straight from the jar, a single spoon instantly elevates your dishes to restaurant quality. Perfect for pasta, risotto, steak, eggs, seafood, toast, and even omakase-style plating.\nKey Features\nLuxurious black truffle aroma\nDeep mushroom umami\nReady to use – stir, spread, drizzle\nPerfect pairing for steak, seafood, pasta & rice\nServing Tip\nUse a small amount for best aroma. Add after cooking or at the end to preserve truffle fragrance.\n6) ✅ 使用&储存建议（详情页加分项）\n用量建议：每份 1/2–1勺，香气刚刚好\n加热建议：尽量“后放”，避免久煮影响松露香\n储存：开封后冷藏保存，尽快食用（按包装标示）\n\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/d2aa5ed0-f651-11f0-b1f0-e525544d21cd.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/d2aa5ed0-f651-11f0-b1f0-e525544d21cd.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/d5e56590-f651-11f0-88fb-1f66ffab0627.jpg","","472"
"AIR-11751598","11751598","11751598","布里亚萨瓦兰三重奶油木瓜奶酪｜浓郁奶香｜入口即化咸甜平衡｜餐前酒/Omakase小食｜Brillat Savarin with Papaya","欧洲商品 ｜European Product","24.5","0","7oz","0","number","false","true","","Brillat-Savarin（布里亚萨瓦兰）是法国经典的高端奶油熟成软芝士，以“三重奶油（Triple Cream）”般的细腻口感闻名：奶香浓郁、质地柔滑、入口即化。\n 搭配清甜多汁的木瓜 Papaya，甜香果味能恰到好处地中和芝士的丰润奶脂感，形成高级的咸甜平衡与更长的回味。\n非常适合做 Omakase餐前小食 / 甜咸收尾 / 佐酒拼盘，轻松端出高级餐厅风味。\n风味口感\n奶香浓郁、顺滑入口即化\n木瓜清甜果香，平衡奶脂\n咸甜对比明显，回味更干净\n推荐搭配\n配 香槟/白葡萄酒/清酒\n配 坚果、蜂蜜、法棍或饼干\n也可作为 Omakase甜咸小尾声 一口收尾\nOmakase摆盘建议（你若要做出餐图更高级）\n奶酪切成厚块/小圆柱（更显奶油质感）\n木瓜切成小丁或扇形薄片\n点缀：薄荷叶/柠檬皮屑/少许蜂蜜（可选）\n盘边搭配：坚果碎或脆饼（增加口感层次）\n\nBrillat-Savarin is a premium French soft cheese known for its luxurious triple-cream richness. Silky smooth and melt-in-your-mouth, it delivers deep buttery dairy aroma with an elegant finish.\nPaired with sweet, juicy papaya, the fruit’s tropical freshness beautifully balances the cheese’s creamy richness, creating a refined sweet & savory harmony. Perfect as an omakase bite, wine pairing item, or premium cheese board highlight.\nTaste Profile\nUltra creamy & buttery\nFresh papaya sweetness\nBalanced sweet-savory finish\nBest Pairings\nChampagne / White wine / Sake\n Crackers, baguette, nuts, honey\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/39486690-f653-11f0-b1f0-e525544d21cd.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/39486690-f653-11f0-b1f0-e525544d21cd.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3cbf64e0-f653-11f0-8a4d-35acd85c27cf.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/402aa360-f653-11f0-9829-7df5b99263d0.jpg","","473"
"AIR-7911590","7911590","7911590","木瓜奶酪 / Brillat Savarin with Papaya","欧洲商品 ｜European Product","23","0","7oz/box","4","number","false","true","","奶香、柠檬酸味和天鹅绒般的质地与果味和甜味的木瓜块融为一体。这种组合非常壮观，是完美的甜点。搭配香槟或桑塞尔。\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/dfb80d50-bbe9-11ef-b045-3d3cc760c6aa.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/dfb80d50-bbe9-11ef-b045-3d3cc760c6aa.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/bfef9440-bbec-11ef-8968-417e8d205add.png|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c2528a80-bbec-11ef-b045-3d3cc760c6aa.png","","474"
"AIR-5798318","5798318","5798318","鹅肝片 我们的原料来自沙利文县的La Belle 农场，我们很荣幸能与美国最好的鹅肝生产商之一合作。这些鸭子的饮食完全由100%玉米制成，因此鹅肝具有甜美甘美的味道和绝对干净的余味","欧洲商品 ｜European Product","15","0","2oz 一片","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/76002bd0-b0a1-11ee-bb39-cfc9870b60d3.png","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/76002bd0-b0a1-11ee-bb39-cfc9870b60d3.png","","475"
"AIR-5798321","5798321","5798321","意大利Calvisius Tradition Prestige 鲟鱼鱼子酱 高级料理必备","欧洲商品 ｜European Product","65","0","1oz","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6530d830-735f-11ec-a3d1-2580b1c2acc0_1024.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/6530d830-735f-11ec-a3d1-2580b1c2acc0_1024.jpg","","476"
"AIR-7118680","7118680","7118680","Golden Reserve Caviar 高级料理必备","欧洲商品 ｜European Product","75","0","1oz","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/71f0e350-6a68-11ef-90fe-47a641614774.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/71f0e350-6a68-11ef-90fe-47a641614774.jpg","","477"
"AIR-5798327","5798327","5798327","美国高品质鲟鱼黑鱼子酱","欧洲商品 ｜European Product","55","53","1oz","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/59ffa940-d0fb-11ee-8dd1-0f0de2265e07.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/59ffa940-d0fb-11ee-8dd1-0f0de2265e07.jpg","","478"
"AIR-5798320","5798320","5798320","顶级鸭肝无抗生素激素","欧洲商品 ｜European Product","35","0","2片70g左右","","unlimited","true","false","特惠"," No slicing or deveining necessary, just take these out of the package and sautee or pan fry at your leisure. Rougie, a world leader in fine foie gras production, selects each lobe to make sure they're perfect, heat slices them and freezes them immediately after.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/58f3a2a0-dbdd-11ec-8a27-d71562162d1d_1024.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/58f3a2a0-dbdd-11ec-8a27-d71562162d1d_1024.jpg","","479"
"AIR-5798315","5798315","5798315","顶级加拿大鸭肝 无抗生素激素","欧洲商品 ｜European Product","89","0","1.1-1.3lb 称重计价此为1lb价格","","unlimited","true","false","","From Rougie, one of the world's most renowned foie gras manufacturers comes this luxurious whole lobe of duck foie gras. No veins means that you can just get on to cooking with this smooth and flawless liver, graded A for irresistible texture and exquisite flavor. Buy fresh foie gras, and once you receive this product, pop it in the freezer or defrost in the fridge or in a sink full of cold, open water. It will take about 2 hours to fully thaw the whole foie gras lobe. Use as fresh. Once thawed, use within 2 days. Do not refreeze.\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/443da190-ba6f-11ee-abd8-7bd41347f685.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/443da190-ba6f-11ee-abd8-7bd41347f685.jpg","","480"
"AIR-6048967","6048967","6048967","加拿大鹅肝粒 Foie gras dice","欧洲商品 ｜European Product","120","0","2.2lb","0","number","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/fc9fa7f0-f6b1-11ee-aea1-afe1fec08234.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/fc9fa7f0-f6b1-11ee-aea1-afe1fec08234.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/fd0bfe50-f6b1-11ee-9415-d5ca248a4bc6.jpg","","481"
"AIR-5798307","5798307","5798307","加拿大鹅肝酱","欧洲商品 ｜European Product","48","0","4.4oz","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/19f78a90-ba74-11ee-8dd1-0f0de2265e07.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/19f78a90-ba74-11ee-8dd1-0f0de2265e07.jpg","","482"
"AIR-5798304","5798304","5798304","冬季法国黑松露黄油","欧洲商品 ｜European Product","16","18","3oz","","unlimited","false","true","本周特价","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/137dfcf0-fd57-11ee-9e96-13659b8c4224.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/137dfcf0-fd57-11ee-9e96-13659b8c4224.jpg","","483"
"AIR-5798319","5798319","5798319","法国勃艮第蜗牛🐌 嫩田螺肉用黄油、新鲜欧芹和大蒜炒，然后塞回壳中，形成经典的小酒馆开胃菜。放入烤箱加热，然后与烤法棍一起食用，以吸收风味","欧洲商品 ｜European Product","20","20","12个","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e347a720-b0e4-11ee-a90a-3174196b793e.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e347a720-b0e4-11ee-a90a-3174196b793e.jpg","","484"
"AIR-18816262","18816262","18816262","0.5lb日本宫崎A5肋眼 Ribeye｜Japanese A5 Wagyu Ribeye (Miyazaki)","日本A5和牛｜Japanese A5 Wagyu | Omakase Favorite","38","0","0.5-0.6lb","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/47c10200-3df1-11f1-941e-2ffb7140a06a.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/47c10200-3df1-11f1-941e-2ffb7140a06a.jpg","","485"
"AIR-5798267","5798267","5798267","日本宮崎牛A5肋眼 Ribeye｜Japanese A5 Wagyu Ribeye (Miyazaki)｜","日本A5和牛｜Japanese A5 Wagyu | Omakase Favorite","69","85","1lb","","unlimited","true","false","最受欢迎","宮崎冠军A5和牛肋眼（Ribeye）是日本顶级和牛中的巅峰之选。\n 肋眼部位油花细密如雪花，脂香清甜、肉香浓郁，煎烤后外层微焦、内里柔嫩多汁，入口即化、回甘悠长。\n 适合 铁板烧、日式烧肉、香煎牛排，家庭也能轻松做出餐厅级“冠军和牛体验”。🥩✨\n产品亮点\n顶级认证：宮崎冠军级 A5 和牛\n部位优势：肋眼油花丰富，香甜脂香更明显\n口感：柔嫩多汁、入口即化\n用途：牛排煎烤/铁板烧/日式烧肉\n✅ 最佳熟度建议\n推荐 3–5分熟（Medium Rare）\n太熟会融脂过多，口感偏腻且浪费油花\n4) ✅ Omakase/铁板烧出餐步骤\n【A5 Wagyu Ribeye 铁板烧流程】\n解冻：冷藏 8–12小时慢解冻（口感最佳）\n回温：煎前室温放置 15–20分钟\n调味：只用海盐 + 黑胡椒（克制才高级）\n煎制：\n热锅（中大火）\n每面 30–60秒 快煎上色（A5不用久）\n立刻转中小火收香\n静置：2–3分钟锁汁\n切片摆盘：切厚片（更能吃到“融脂”）\n蘸料建议：\n山葵 + 海盐（最日式最高级）\n蒜片/柚子胡椒（香气更立体）\nChef小贴士：A5不是拼“煎多久”，而是拼“火候控制”。短煎快香才是王道。\n\nMiyazaki Champion A5 Wagyu Ribeye is one of Japan’s finest Wagyu selections. The ribeye cut features exceptionally dense marbling, delivering a sweet buttery aroma and melt-in-your-mouth tenderness. Perfect for teppanyaki, yakiniku, or premium steak at home.\nKey Features\nGrade: Japanese A5 Wagyu\nOrigin: Miyazaki, Japan (Champion selection)\nCut: Ribeye\nTaste/Texture: rich beef aroma, sweet fat, ultra tender\nCooking Tip\nSear quickly on high heat (30–60 sec per side) and serve medium rare. Pair with sea salt + wasabi for an authentic Japanese finish.\n\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e0ce2800-8511-11ef-a145-2937a71b28d9.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e0ce2800-8511-11ef-a145-2937a71b28d9.jpg","","486"
"AIR-12184156","12184156","12184156","SRF和牛牛肉粒 / SRF American Wagyu Cube","日本A5和牛｜Japanese A5 Wagyu | Omakase Favorite","25","0","1lb/pack","","unlimited","false","true","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b00489d0-fd6f-11f0-8a4d-35acd85c27cf.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/b00489d0-fd6f-11f0-8a4d-35acd85c27cf.jpg","","487"
